Day,Month,Years,Time,Latitude,Longitude,Depth,Mag,Place
7,6,2017,13:08:23,-2.168,102.2183,205.08,4.2, Sungai Penuh
30,5,2017,8:28:19,-5.5441,102.7462,47.1,5.3, Pagar Alam
23,5,2017,13:56:58,-5.0902,102.7086,42.73,4.4, Pagar Alam
11,5,2017,21:01:30,-4.5289,101.2583,36.84,4.8, Bengkulu
5,5,2017,21:33:41,-4.4073,102.2957,62.1,4.6, Bengkulu
24,4,2017,3:43:09,-4.7509,102.8293,57.17,4.4, Pagar Alam
19,4,2017,14:35:07,-1.9886,102.6106,306.36,4.5,Bejubang Dua
2,4,2017,13:55:14,-3.0394,101.5421,57.16,5.3,Sungai Penuh
31,3,2017,3:49:15,-4.4069,102.1101,44.58,4.8, Bengkulu
30,3,2017,8:51:08,-4.3584,102.3654,57.83,5, Bengkulu
12,3,2017,1:26:28,-4.6695,102.5798,53.84,4.6, Bengkulu
3,3,2017,3:43:07,-2.9122,100.9556,48.54,4.4,Sungai Penuh
27,2,2017,17:38:45,-2.2827,100.8807,58.57,4.1,Sungai Penuh
26,2,2017,15:22:00,-4.2072,102.0171,42.72,5.4, Bengkulu
23,2,2017,4:38:28,-3.838,102.9159,81.24,4.2, Pagar Alam
21,2,2017,19:23:02,-4.8705,104.6152,138.64,4.3, Kotabumi
12,2,2017,0:20:39,-4.8441,102.9054,63.91,4.6, Pagar Alam
3,2,2017,18:07:37,-2.8106,102.2034,164.67,4.3, Curup
27,1,2017,22:23:56,-2.9353,102.6955,225.65,4.1, Lubuklinggau
12,1,2017,13:29:06,-5.2669,102.7235,22.95,5.5, Southrern Sumatra
6,1,2017,6:15:55,-2.8283,101.4996,91.8,4.8, Southrern Sumatra
5,1,2017,15:39:11,-4.9637,102.0506,9.76,4.2,Bengkulu
29,12,2016,8:16:44,-4.6133,101.7366,31.98,4.3, Bengkulu
29,12,2016,1:22:26,-4.7053,101.697,31.82,4.3, Bengkulu
9,12,2016,18:34:23,-4.4567,105.9294,10,4.3,Terbanggi Besar
30,11,2016,10:17:03,-4.4819,101.9229,47.46,4.4, Bengkulu
22,11,2016,9:41:18,-5.4288,102.6684,35,4.2, Pagar Alam
20,10,2016,22:11:07,-2.0877,101.561,144.25,4.1, Sungai Penuh
13,10,2016,18:10:12,-4.3387,102.1977,49.18,4.2, Southrern Sumatra
13,10,2016,17:07:28,-4.2241,101.9471,44.36,4.2,Bengkulu
11,10,2016,3:29:44,-3.6104,101.4004,70.75,4.2, Bengkulu
22,9,2016,13:41:45,-5.4296,103.5523,64.17,4.8, Pagar Alam
17,9,2016,20:22:49,-4.61,101.8498,38.71,4.6,Bengkulu
17,9,2016,2:30:56,-4.4346,102.7537,59.05,5.5, Pagar Alam
12,9,2016,15:10:10,-4.9064,101.7667,18.3,5.3, Bengkulu
8,9,2016,19:36:05,-4.7794,101.9371,35,4.6, Bengkulu
7,9,2016,12:30:40,-2.2989,101.8877,160.46,4.2, Southrern Sumatra
21,8,2016,15:28:46,-3.8052,101.8236,60.16,4.4, Bengkulu
20,8,2016,11:07:15,-5.1358,102.8007,49.13,5, Pagar Alam
18,8,2016,9:31:03,-4.1322,102.2713,51.19,4.7, Bengkulu
16,8,2016,1:49:42,-2.6174,101.5206,89.28,4.3,Sungai Penuh
7,8,2016,21:54:41,-5.2934,102.5759,54.61,4.2, Southrern Sumatra
28,7,2016,3:40:12,-2.965,103.0345,187.76,4.3, Lubuklinggau
25,7,2016,0:34:04,-5.0584,103.8093,90.83,4.5, Baturaja
11,7,2016,20:28:42,-4.5071,102.3012,70.19,5.2, Bengkulu
4,7,2016,9:34:10,-2.4053,101.1934,67.72,4.6,Sungai Penuh
21,6,2016,7:19:54,-4.6489,101.9911,42.39,4.5, Bengkulu
18,6,2016,21:15:51,-3.3293,101.2686,39.77,5.4, Bengkulu
18,6,2016,6:44:42,-5.1708,104.2934,55.83,4.3, Kotabumi
7,6,2016,9:11:23,-5.5725,104.0919,35,4.4, Kotabumi
7,6,2016,1:27:13,-5.0952,102.5575,37.52,4.4, Pagar Alam
6,6,2016,13:06:23,-3.6193,103.1055,147.51,4.2,Lubuklinggau
3,6,2016,7:47:24,-4.8326,103.0649,71.56,4.6, Pagar Alam
30,5,2016,10:16:13,-3.363,102.5742,54.34,4.4, Curup
21,5,2016,23:34:37,-2.1539,102.1685,197.97,4.2, Sungai Penuh
20,5,2016,4:57:24,-3.3384,101.0693,59.6,4.1, Bengkulu
19,5,2016,23:35:18,-5.5729,104.8169,65.77,4,Bandar Lampung
9,5,2016,12:04:02,-5.2471,102.6857,52.44,4.2, Pagar Alam
2,5,2016,4:21:24,-5.0262,104.6271,117,5.7,Kotabumi
17,4,2016,13:39:27,-4.908,103.0353,58.04,4.4,Bengkulu
11,4,2016,23:12:09,-3.1546,101.1065,45.34,4.2,Sungai Penuh
10,4,2016,3:07:27,-4.3782,102.0652,41.47,4.3, Bengkulu
10,4,2016,2:14:34,-4.1489,102.211,41,5.7, Bengkulu
29,3,2016,6:24:48,-2.8072,102.3188,159.87,5.1, Curup
13,3,2016,2:17:03,-2.6305,102.4381,175.3,4.1, Lubuklinggau
11,3,2016,12:12:14,-4.906,102.5093,35,4.2, Bengkulu
7,3,2016,0:52:09,-3.5864,101.4207,38.68,4.6, Bengkulu
22,2,2016,19:39:44,-5.0537,104.4511,138.56,4.1, Kotabumi
20,2,2016,23:21:47,-4.2396,102.2127,47.62,4.4, Bengkulu
17,2,2016,19:26:55,-3.5091,101.4852,53.65,4.7, Bengkulu
30,1,2016,22:07:36,-4.946,101.3861,10,4.1, Bengkulu
25,1,2016,4:00:14,-3.9792,102.2789,57.99,4.4, Bengkulu
24,1,2016,20:03:53,-3.6686,101.6191,69.38,4.4, Bengkulu
9,1,2016,22:46:59,-3.1892,102.9214,197.34,4.2, Lubuklinggau
25,12,2015,10:30:44,-5.0479,101.6261,35,4.3,Sumatra
15,12,2015,6:55:16,-3.5944,101.471,64.02,4.9, Bengkulu
13,12,2015,20:47:26,-4.5166,101.4875,50.09,4.4, Bengkulu
11,12,2015,3:20:48,-4.9619,102.966,48.6,5.1, Pagar Alam
5,12,2015,23:15:02,-5.3026,103.4691,53.41,4.6, Pagar Alam
28,11,2015,23:27:47,-5.2102,101.9759,26.75,4.5, Bengkulu
23,11,2015,17:37:29,-3.081,101.2334,27.05,4.3,Sungai Penuh
18,11,2015,10:36:56,-4.6682,103.5931,114.05,5, Pagar Alam
9,11,2015,2:03:02,-4.5694,101.8522,20.1,4.4, Bengkulu
1,11,2015,13:34:57,-3.5933,101.2484,48.49,4.4, Bengkulu
19,10,2015,18:32:40,-3.6739,101.9625,55.11,4.4, Bengkulu
22,9,2015,6:20:03,-2.3991,102.4419,212.94,4.7, Lubuklinggau
16,9,2015,20:11:46,-4.9686,102.8921,61.4,4.4, Pagar Alam
11,9,2015,14:20:28,-4.3716,102.9404,55.12,4, Pagar Alam
8,9,2015,2:52:05,-5.5853,103.9582,72.18,4.8, Kotabumi
3,9,2015,1:29:07,-2.8739,102.5152,155.33,4.2,Lubuklinggau
2,9,2015,5:34:07,-4.1861,102.9826,73.35,4.3, Pagar Alam
15,8,2015,8:19:33,-3.7469,101.7758,57.25,5.1, Bengkulu
11,8,2015,10:59:36,-5.1276,102.1818,35,4.2,Bengkulu
10,8,2015,2:32:05,-2.5454,101.9457,148.26,4,Sungai Penuh
8,8,2015,18:57:04,-2.0984,102.3066,200.57,4.6,Sungai Penuh
2,8,2015,22:14:18,-4.2658,102.3599,64.76,4.9, Bengkulu
1,8,2015,21:07:33,-4.88,104.03,10,4.1, Baturaja
1,8,2015,18:16:53,-4.332,101.1355,32.59,4.7, Bengkulu
19,7,2015,16:13:49,-4.6706,103.8487,167.94,4.3, Baturaja
10,7,2015,9:03:21,-4.6517,104.6328,89.46,4.3,Kotabumi
10,7,2015,7:50:19,-4.131,102.1201,60.97,4.4, Bengkulu
27,6,2015,10:50:21,-2.7108,102.0337,160.46,4.4, Curup
19,6,2015,4:31:22,-4.9455,102.8155,55.1,4.4, Pagar Alam
12,6,2015,19:54:25,-1.5324,101.1677,58.77,4.7,Sungai Penuh
7,6,2015,11:03:10,-3.5007,101.8342,86.7,4.5,Bengkulu
30,5,2015,20:57:22,-4.7858,103.0184,40.33,5.3, Pagar Alam
17,5,2015,18:06:48,-2.8921,101.9488,140.57,4.3,Curup
15,5,2015,20:26:56,-2.542,102.2191,151,6,Sungai Penuh
2,4,2015,2:56:09,-4.4567,102.6599,61.55,5.1, Pagar Alam
16,3,2015,23:34:31,-2.6658,101.428,100.22,4.1, Sungai Penuh
16,3,2015,14:44:35,-4.5167,101.9906,70.59,4.1, Bengkulu
15,3,2015,18:42:47,-4.8295,101.7234,36.6,4.8, Bengkulu
27,2,2015,3:14:14,-3.3515,101.7089,102.42,4.5,Bengkulu
25,2,2015,21:44:35,-5.0161,102.8245,56.15,4.1, Pagar Alam
19,2,2015,6:03:24,-4.9309,101.9113,21.34,4.5, Bengkulu
4,2,2015,9:48:45,-2.7178,101.3687,63.34,4.2, Sungai Penuh
1,2,2015,7:01:55,-3.8036,101.7768,57.42,4.5, Bengkulu
20,1,2015,14:34:51,-5.3762,102.4643,36.51,5, Pagar Alam
18,1,2015,8:44:48,-5.4985,104.342,81.2,4.2,Kotabumi
17,1,2015,11:35:29,-4.5067,102.7359,67.43,4.6, Pagar Alam
15,1,2015,14:01:52,-4.762,102.7939,63.5,5.2, Pagar Alam
12,1,2015,21:51:58,-4.3846,102.1025,49.3,4.6, Bengkulu
4,1,2015,17:46:36,-4.4355,102.0376,55.09,4.6, Southrern Sumatra
27,12,2014,2:00:42,-5.6267,103.9142,67.74,4.7, Kotabumi
17,12,2014,10:50:41,-2.082,102.0434,204.53,4, Sungai Penuh
12,12,2014,0:41:26,-3.78,100.9361,36.43,4.5,Bengkulu
9,12,2014,21:10:20,-5.0405,102.8631,50.98,4.3, Pagar Alam
1,12,2014,15:09:09,-4.8007,102.9977,68.59,4.8, Pagar Alam
25,11,2014,14:16:43,-3.3825,100.7948,41.39,4.6,Sungai Penuh
23,11,2014,8:23:16,-4.5076,102.7605,65.43,4.5, Pagar Alam
18,11,2014,17:53:10,-5.4823,101.8396,24.87,4.3, Bengkulu
16,11,2014,21:13:51,-4.5644,104.6785,206.89,4.1,Kotabumi
10,11,2014,2:35:51,-3.8518,101.8245,57.96,4.7, Bengkulu
8,11,2014,3:44:53,-2.9175,102.771,80.28,4.3, Southrern Sumatra
7,11,2014,8:24:58,-4.2782,102.267,65.38,4.6, Bengkulu
2,11,2014,13:21:16,-4.4366,102.1533,48.5,4.9, Bengkulu
21,10,2014,6:30:43,-4.4315,100.871,30.12,4.6, Bengkulu
20,10,2014,14:26:09,-3.4725,101.4508,52.26,4.2, Bengkulu
15,10,2014,4:41:13,-5.44,104.2121,102.25,4,Bengkulu
10,10,2014,3:44:08,-5.4142,102.7148,45.74,4.3, Pagar Alam
27,9,2014,11:53:47,-4.6702,104.1767,98.22,4.4, Baturaja
27,9,2014,2:48:59,-4.6802,102.0664,41.96,4.4, Bengkulu
26,9,2014,22:11:47,-3.9161,102.4466,58,4.2, Bengkulu
17,9,2014,2:29:49,-4.6839,102.4717,50.48,5,Bengkulu
13,9,2014,13:02:59,-4.4021,102.6133,60.55,4.9, Bengkulu
1,9,2014,18:54:57,-3.9892,103.2504,36.71,4.7,Pagar Alam
27,8,2014,10:07:29,-2.5892,101.9073,150.33,4.3,Sungai Penuh
9,8,2014,14:55:24,-3.005,105.6364,14.89,4.2, Palembang
4,8,2014,2:24:15,-3.552,102.1677,63.41,4.3, Bengkulu
1,8,2014,21:25:23,-3.1415,101.1732,56.94,4.9,Sungai Penuh
1,8,2014,7:48:40,-1.8062,101.3844,96.52,4.1, Sungai Penuh
26,7,2014,16:15:43,-5.2593,102.6106,43.32,4.4, Pagar Alam
22,7,2014,20:53:20,-4.6657,101.7388,40.51,4.4, Bengkulu
11,7,2014,4:24:46,-4.5472,102.6075,54.94,4.6, Bengkulu
3,7,2014,4:36:29,-4.4308,102.5577,62.3,4.1, Bengkulu
21,6,2014,23:05:10,-4.9541,102.141,28.05,4.3,Bengkulu
21,6,2014,2:58:07,-4.6474,102.4778,58.73,4.2, Bengkulu
19,6,2014,0:51:17,-2.7778,102.3715,169.66,5.1, Curup
13,6,2014,0:47:00,-4.7243,103.4552,147.45,4.2, Pagar Alam
1,6,2014,11:16:37,-4.4297,102.613,62.58,4.8, Bengkulu
30,5,2014,19:26:58,-2.331,102.1731,195.46,4.7,Sungai Penuh
23,5,2014,6:28:24,-5.0391,102.5431,35,4.2, Pagar Alam
22,5,2014,20:48:05,-5.05,102.8286,55.62,4.5, Pagar Alam
16,5,2014,21:20:24,-4.9819,102.9751,63.32,5, Pagar Alam
13,5,2014,15:34:46,-4.7685,102.9379,63.09,4.6, Pagar Alam
9,5,2014,17:51:27,-4.9321,102.9341,61.95,4.4, Pagar Alam
4,5,2014,18:16:34,-4.1659,102.5341,99,4.4,Bengkulu
23,4,2014,10:32:28,-5.3647,102.7644,35,4.5, Pagar Alam
16,4,2014,6:26:39,-4.9366,102.7055,58.64,4.8, Pagar Alam
11,4,2014,4:46:56,-5.3776,102.4379,33.52,4.2, Pagar Alam
6,4,2014,18:39:22,-4.3934,104.6568,216.38,4, Kotabumi
3,4,2014,10:46:28,-5.3476,102.0759,38.54,4.3,Bengkulu
3,4,2014,9:30:24,-5.2416,102.2802,44.12,5.7,Bengkulu
3,4,2014,1:43:15,-1.9136,101.4108,87.44,4, Sungai Penuh
31,3,2014,15:45:38,-3.3649,104.0439,35,4.1, Prabumulih
31,3,2014,15:08:05,-4.9951,103.6932,38.23,4.4, Baturaja
31,3,2014,4:37:20,-4.9721,103.8466,37.56,4.4, Baturaja
31,3,2014,4:14:00,-4.6725,104.2329,52.86,4.8, Baturaja
31,3,2014,4:13:43,-4.7821,103.9855,45.13,4.2, Baturaja
30,3,2014,18:23:33,-3.6012,102.4349,105.3,4.1, Curup
28,3,2014,23:48:21,-5.5029,102.3248,21.95,4,Bengkulu
24,3,2014,15:46:32,-3.3815,104.0142,292.74,4.7, Prabumulih
23,3,2014,23:56:43,-4.1454,102.4994,41.69,4.4,Bengkulu
10,3,2014,5:59:01,-5.4231,104.4873,122.45,4.2, Kotabumi
9,3,2014,17:24:12,-4.422,102.1406,58.72,4.7, Bengkulu
7,3,2014,16:14:53,-4.556,103.8116,117.79,5.3,Baturaja
3,3,2014,10:17:48,-4.1515,102.6219,104.38,4.3,Bengkulu
12,2,2014,16:26:45,-3.4343,101.5997,56,4.7, Bengkulu
29,1,2014,21:39:40,-4.4299,100.8386,17.32,4.5, Bengkulu
27,1,2014,12:11:13,-4.6859,103.4611,59.45,4.3, Pagar Alam
20,1,2014,4:45:13,-4.9237,102.8534,65.01,4.9, Pagar Alam
3,1,2014,8:20:46,-5.1757,103.3306,71.73,4.7, Pagar Alam
27,12,2013,9:30:59,-2.5787,102.1366,172.66,4.4,Sungai Penuh
1,12,2013,9:36:20,-4.4793,102.1823,49.32,4.7, Bengkulu
22,11,2013,19:23:44,-4.9794,103.1077,95.89,4.5, Pagar Alam
17,11,2013,2:42:23,-3.8349,101.7961,49.78,4.2, Bengkulu
1,11,2013,18:57:02,-5.5637,105.3945,183.11,4.5, Bandar Lampung
28,10,2013,23:27:47,-4.6778,103.1095,66.73,4.7, Pagar Alam
28,10,2013,0:20:02,-4.3399,102.9446,77.78,4.4, Pagar Alam
10,10,2013,19:20:15,-3.8833,103.2251,166.45,4.4, Pagar Alam
28,9,2013,18:08:21,-4.1199,101.8706,70.85,4.7,Bengkulu
19,9,2013,14:12:34,-5.4054,102.004,30.6,4.3,Bengkulu
30,8,2013,9:01:34,-3.0119,101.2724,37.04,4.1,Sungai Penuh
24,8,2013,12:04:18,-3.1079,102.2868,100.09,4.7, Curup
24,8,2013,7:04:24,-2.599,101.8481,68.65,4.2,Sungai Penuh
22,8,2013,22:37:50,-4.7331,103.0449,68.99,5.1, Pagar Alam
22,8,2013,17:51:42,-3.4292,101.2485,44.76,4.4, Bengkulu
14,8,2013,2:10:33,-5.2017,105.0159,185.35,4.4, Metro
24,7,2013,21:39:22,-3.607,101.509,57.4,5.2, Bengkulu
23,7,2013,15:45:17,-4.5996,102.6985,62.06,4.5, Pagar Alam
23,7,2013,5:25:56,-4.506,102.396,55.7,4.6, Bengkulu
5,7,2013,12:23:04,-4.455,101.829,35,4.2,Bengkulu
19,6,2013,17:52:32,-5.642,102.895,8.1,4.8, Pagar Alam
18,6,2013,16:20:31,-4.47,102.659,63.3,4.2, Pagar Alam
16,6,2013,19:07:15,-4.647,102.697,60.9,4.8, Pagar Alam
16,6,2013,16:31:58,-2.714,101.025,73.8,4.4,Sungai Penuh
3,6,2013,15:31:02,-4.942,102.381,41.3,5.1,Bengkulu
29,5,2013,4:35:19,-5.013,102.198,34.3,4.9,Bengkulu
22,5,2013,19:31:00,-3.288,102.331,28.5,4.2,Curup
15,5,2013,16:22:31,-2.223,102.24,56.8,4, Sungai Penuh
7,5,2013,12:43:04,-5.227,101.979,30.2,4.3, Bengkulu
27,4,2013,5:32:22,-3.413,101.418,35.5,4.3, Bengkulu
21,4,2013,23:05:02,-4.413,104.551,201.6,4.5,Baturaja
20,4,2013,6:35:53,-5.232,103.635,70.5,4.5, Baturaja
19,4,2013,22:04:00,-0.997,101.613,270.1,4,Sijunjung
16,4,2013,15:43:02,-4.137,102.127,80.7,4.3, Bengkulu
4,4,2013,5:29:09,-4.146,102.534,70.5,5.1,Bengkulu
18,3,2013,12:24:07,-2.261,100.806,65.7,4.8,Sungai Penuh
9,3,2013,16:51:37,-4.01,101.032,10,4,Bengkulu
5,3,2013,2:09:01,-5.396,104.749,35,4.8, Bandar Lampung
4,3,2013,17:00:35,-5.505,104.69,57.2,4.8, Bandar Lampung
4,3,2013,4:30:25,-5.421,104.839,50,4, Bandar Lampung
16,2,2013,5:55:27,-2.548,102.971,35,4.1, Lubuklinggau
14,2,2013,19:16:52,-3.784,102.332,29.7,4.6,Bengkulu
14,2,2013,12:32:08,-2.519,103.044,35.4,4.1,Bejubang Dua
14,2,2013,9:19:47,-3.446,101.59,53.5,4.2, Southrern Sumatra
13,2,2013,11:00:24,-2.99,101.297,55.3,5.3,Sungai Penuh
12,2,2013,12:03:00,-2.204,102.038,182.5,4.3,Sungai Penuh
7,2,2013,15:22:39,-5.578,103.319,61.5,4.7, Pagar Alam
3,2,2013,23:47:02,-3.904,102.508,85.5,4.2, Bengkulu
31,1,2013,4:10:48,-4.447,102.665,59.9,4.9, Pagar Alam
27,1,2013,4:05:43,-5.063,103.024,63.6,5.1, Pagar Alam
2,1,2013,2:00:21,-2.899,101.165,48.6,4.9,Sungai Penuh
1,1,2013,16:59:29,-5.302,104.149,80.7,4.5, Kotabumi
30,12,2012,19:25:54,-1.994,100.797,65.5,4.6, Sungai Penuh
29,12,2012,19:43:58,-4.108,101.776,43.5,4.2, Southrern Sumatra
8,12,2012,20:47:25,-5.156,102.283,41,4.8,Bengkulu
22,11,2012,18:01:10,-4.535,102.826,35.3,5.2, Pagar Alam
20,11,2012,21:46:49,-4.941,102.97,48.4,4.3, Pagar Alam
13,11,2012,12:12:10,-4.775,103.118,72,4.5, Pagar Alam
6,11,2012,8:36:45,-5.277,101.804,10,4.2, Bengkulu
6,11,2012,8:32:56,-5.253,101.883,10.6,4.8, Bengkulu
30,10,2012,11:43:57,-5.105,103.024,56.1,4.7, Pagar Alam
28,10,2012,17:43:38,-4.342,102.024,58,4.2, Bengkulu
27,10,2012,15:00:48,-2.071,100.944,76.1,4.7, Sungai Penuh
18,10,2012,11:05:23,-4.058,101.893,50.3,4.3,Bengkulu
12,10,2012,8:36:45,-4.889,102.712,58.1,4.2, Pagar Alam
2,10,2012,17:37:22,-2.917,101.919,105.1,5.3,Curup
2,10,2012,14:55:31,-3.561,101.531,57,4.5, Bengkulu
6,9,2012,14:50:38,-5.173,103.445,80.4,4.4, Pagar Alam
24,8,2012,23:03:13,-3.47,101.655,65.5,4.7, Bengkulu
21,8,2012,3:09:39,-4.749,102.995,66.3,5.2, Pagar Alam
9,8,2012,1:55:12,-4.812,103.077,58.3,4.5, Pagar Alam
31,7,2012,6:50:15,-4.769,103.086,70.5,5.2, Pagar Alam
29,7,2012,14:11:08,-3.971,101.412,54.9,4.6, Bengkulu
20,7,2012,19:19:00,-4.038,102.704,52.4,4.9, Bengkulu
18,7,2012,4:33:59,-4.381,102.794,63.9,5.3, Pagar Alam
16,7,2012,7:16:55,-3.932,101.667,62.5,4.5, Bengkulu
10,7,2012,18:06:10,-4.973,103.479,107,4.5, Pagar Alam
4,7,2012,0:22:07,-4.321,102.108,35,4.2, Bengkulu
21,6,2012,10:00:00,-3.143,103.001,201.8,4.2,Lubuklinggau
20,6,2012,21:29:19,-3.732,101.84,35,4.3, Bengkulu
20,6,2012,9:59:04,-4.928,103.194,69.5,5.2,Pagar Alam
19,6,2012,4:27:57,-2.921,100.99,55.7,5.1,Sungai Penuh
15,6,2012,5:12:16,-5.26,102.631,47.7,4.5, Pagar Alam
9,6,2012,23:57:50,-4.602,102.62,35,4.2, Pagar Alam
26,5,2012,17:18:01,-4.9,103.03,60.2,5, Pagar Alam
25,4,2012,12:00:24,-4.281,102.798,63.3,4.5, Pagar Alam
13,4,2012,19:35:09,-4.539,102.773,65.6,4.7, Pagar Alam
4,4,2012,6:52:40,-5.645,103.784,65.7,4.8, Kotabumi
31,3,2012,3:30:25,-3.903,103.492,74.9,4.3,Lahat
30,3,2012,5:15:56,-4.713,102.383,41.4,4.6,Bengkulu
28,3,2012,8:54:16,-4.403,101.235,15.7,5.2, Bengkulu
26,3,2012,21:25:34,-2.635,102.542,211.8,4.1, Lubuklinggau
13,3,2012,19:16:06,-4.606,102.145,54.6,4.7, Bengkulu
13,3,2012,8:29:16,-3.433,101.738,62.9,4.5,Bengkulu
10,3,2012,19:16:01,-4.125,102.21,39.9,4.7, Bengkulu
4,3,2012,23:17:07,-4.323,102.706,72.9,5.1, Pagar Alam
29,2,2012,17:33:19,-5.433,103.235,50.8,4.5, Pagar Alam
28,2,2012,18:35:05,-4.796,101.674,19.2,4.7, Bengkulu
28,2,2012,10:51:43,-4.694,102.303,35,4.1, Bengkulu
24,2,2012,14:13:02,-4.695,103.103,35,5, Pagar Alam
20,2,2012,0:33:50,-3.044,100.982,54.8,4.6,Sungai Penuh
15,2,2012,15:21:41,-5.354,102.561,28.5,4, Pagar Alam
1,2,2012,7:14:29,-3.676,102.203,80.3,5.4, Bengkulu
21,1,2012,7:27:25,-1.047,101.64,188.1,4.5,Sijunjung
7,1,2012,18:39:16,-4.698,102.972,58.8,4.7, Pagar Alam
27,12,2011,8:23:07,-3.369,101.271,54.2,4.6, Bengkulu
15,12,2011,22:17:10,-4.915,103.322,59.3,4.4, Pagar Alam
15,12,2011,2:25:12,-4.941,102.975,65.3,4.8, Pagar Alam
29,11,2011,17:43:28,-4.323,102.176,48.4,5.3, Bengkulu
16,11,2011,17:03:38,-4.289,100.912,4,4.2, Bengkulu
6,11,2011,14:17:49,-2.666,102.168,147.3,4.5, Curup
30,10,2011,11:52:27,-3.249,101.345,36,5.6, Bengkulu
27,10,2011,2:53:27,-2.813,101.306,88.4,4.5, Sungai Penuh
18,10,2011,18:19:25,-2.867,101.165,64.6,4.8,Sungai Penuh
15,10,2011,18:55:21,-4.632,101.767,16.6,4.7, Bengkulu
12,10,2011,0:13:17,-5.495,105.438,95.7,4,Bandar Lampung
7,10,2011,6:19:49,-2.942,101.062,64.4,4.7,Sungai Penuh
26,9,2011,15:50:01,-4.496,103.863,155,4.2,Baturaja
22,9,2011,10:20:32,-4.071,103.048,108.8,5.1, Pagar Alam
24,8,2011,20:50:27,-4.393,102.9,66.6,4.6, Pagar Alam
19,8,2011,21:42:59,-4.463,102.776,35,4.3, Pagar Alam
16,8,2011,22:15:48,-4.696,102.946,69.7,4.8, Pagar Alam
15,8,2011,22:24:20,-4.757,102.087,60.1,4.5,Bengkulu
13,8,2011,20:22:11,-4.835,102.794,63.8,5, Pagar Alam
13,8,2011,16:12:01,-4.005,101.143,35,4.6,Bengkulu
9,8,2011,4:43:41,-4.247,102.4,64.7,4.8, Bengkulu
6,8,2011,2:45:55,-2.909,101.092,44.8,5.3,Sungai Penuh
4,8,2011,0:16:07,-2.837,101.09,35,5.8,Sungai Penuh
21,7,2011,21:50:07,-5.08,103.039,39,4.3, Pagar Alam
18,7,2011,16:07:28,-5.134,102.379,46.3,4.4,Bengkulu
13,7,2011,21:23:11,-4.745,102.964,66,4.3, Pagar Alam
9,7,2011,18:18:17,-5.508,102.575,31.8,4.3, Pagar Alam
8,7,2011,1:04:19,-4.977,101.639,32.6,4.6, Bengkulu
29,6,2011,4:19:42,-5.044,101.889,31.6,5.2, Bengkulu
28,6,2011,19:53:00,-5.568,104.145,91.7,4.5, Kotabumi
19,6,2011,4:15:58,-3.247,101.361,57.1,5.4, Bengkulu
18,6,2011,22:50:48,-2.529,101.725,130.5,4.6,Sungai Penuh
15,6,2011,3:06:43,-2.057,102.17,192.9,4.3, Sungai Penuh
12,6,2011,22:23:18,-3.579,101.509,28,4.4, Bengkulu
11,6,2011,23:17:45,-3.494,101.35,35,4.3, Bengkulu
8,6,2011,8:48:49,-5.213,102.409,38.1,4.7,Bengkulu
5,6,2011,9:41:01,-2.724,101.786,113.3,4.7,Sungai Penuh
4,6,2011,5:47:54,-3.572,101.516,59,4.7, Bengkulu
1,6,2011,6:13:58,-4.89,102.81,68.7,4.6, Pagar Alam
30,5,2011,23:33:35,-1.651,101.191,35,4.7,Sungai Penuh
24,5,2011,23:29:35,-4.178,102.265,53.6,5, Bengkulu
24,5,2011,8:11:10,-5.272,102.424,39.9,5,Bengkulu
5,5,2011,15:20:57,-4.248,102.155,35,4.3, Bengkulu
4,5,2011,17:38:37,-4.893,101.848,26,5.6, Bengkulu
2,5,2011,23:25:38,-5.527,102.683,38.2,4.7, Pagar Alam
23,4,2011,8:54:01,-2.801,102.647,211.8,4.5, Lubuklinggau
20,4,2011,16:09:04,-5.077,102.009,35,4.1, Bengkulu
5,4,2011,13:57:27,-4.428,101.287,18.3,4.9, Bengkulu
4,4,2011,3:45:56,-4.467,101.23,18.1,4.8, Bengkulu
29,3,2011,6:22:46,-5.191,102.475,43.1,4.9, Pagar Alam
22,3,2011,8:38:38,-3.611,102.143,97.2,4.8, Bengkulu
12,3,2011,6:27:52,-5.328,102.974,60.2,4.7, Pagar Alam
6,3,2011,5:21:07,-5.124,102.367,37.8,4.5,Bengkulu
3,3,2011,4:30:15,-4.424,101.123,19.5,5.1, Bengkulu
25,2,2011,22:08:37,-3.047,100.996,50.1,5.1,Sungai Penuh
24,2,2011,2:00:36,-5.314,102.824,35,4.3, Pagar Alam
31,1,2011,18:29:21,-3.453,101.63,62.8,4.8, Bengkulu
29,1,2011,14:58:07,-5.649,103.452,35,4.4, Pagar Alam
23,1,2011,9:05:35,-4.247,102.141,56,5.3, Bengkulu
17,1,2011,19:20:57,-5.03,102.647,36,6, Pagar Alam
14,1,2011,19:49:50,-4.81,103.038,30.2,4.5, Pagar Alam
2,1,2011,17:03:41,-2.935,101.122,35.1,4.7,Sungai Penuh
2,1,2011,15:19:31,-4.458,101.428,21.6,5.7, Bengkulu
30,12,2010,19:34:33,-5.247,103.637,33.8,4.6, Baturaja
9,12,2010,3:56:54,-4.248,102.168,53.4,4.6, Bengkulu
26,11,2010,12:47:21,-4.394,102.021,40.8,4.2, Bengkulu
24,11,2010,17:26:06,-4.729,102.772,56.3,4.5, Pagar Alam
21,11,2010,6:50:39,-4.954,102.888,63.2,4.2, Pagar Alam
